name,link,definition,origin
💁‍♀️ Person Tipping Hand emoji,https://www.dictionary.com/e/emoji/person-tipping-hand-emoji/,"The person tipping hand emoji 💁 was designed to represent a person at an information desk or a concierge holding up an outstretched and open hand, as if offering help or guidance.  Since person tipping hand emoji 💁 also looks like someone flipping their hair or waving a hand while saying something sarcastic, it’s now usually used to convey sass, “throwing shade,” “I told you so’s”, or someone saying “He-ey!”","Unicode approved person tipping hand emoji 💁 in 2010 as part of Unicode 6.0 under the name information desk person. Since at least September 2016, it’s been listed under Unicode’s full emoji list as person tipping hand, as it commonly goes by. In its original form, 💁 is displayed exclusively as female across all platforms, in whatever each platform had picked for their default skin tone and hair color. Today, it’s available in both male and female display options, as well as the full range of emoji skin tones. "
💞 Revolving Hearts emoji,https://www.dictionary.com/e/emoji/revolving-hearts-emoji/,"You spin us right round, emoji, right round …  The revolving hearts emoji, 💞, depicts two tiny hearts orbiting each other (or spinning in a circle). Those little lines make it a different emoji than two hearts emoji … what a difference! It’s used to express a very animated or heightened sense of love, affection, or joy as well as to show reciprocal love for another person or group.","Unicode approved revolving hearts emoji 💞 in 2010 as part of Unicode 6.0. It was released as part of a love fest: heart with arrow 💘, beating heart 💓, broken heart 💔, two hearts 💕, sparkling heart 💖, heart with ribbon 💝, heart decoration 💟, and growing heart 💗. Most platforms depict a smaller red or pink heart in the upper right next to a larger one in the lower left, with similarly colored ribbons representing that they are rotating, as shown in the screenshot from Emojipedia below. Older versions actually animated a small heart moving in a circle around a larger one, which was scrapped with the adoption non-animated emoji."
💗 Growing Heart emoji,https://www.dictionary.com/e/emoji/growing-heart-emoji/,"Our love for this emoji just keeps on growing more and more every day.  The growing heart emoji, 💗, shows a pink or red heart surrounded by the outlines of several slightly lighter-colored hearts of increasing size, which suggests that the heart is expanding.  It’s used to express outpourings of emotions like love, joy, affection, pride, and even sorrow. ","Unicode approved growing heart emoji 💗 in 2010 as part of Unicode 6.0. Its release was by joined a whole host of heart-shape emoji: heart with arrow 💘, beating heart 💓, broken heart 💔, two hearts 💕, sparkling heart 💖, heart with ribbon 💝, heart decoration 💟, and revolving hearts 💞. Most versions of the emoji, as shown in the screenshot from Emojipedia below, display a heart growing by at least two sizes, with the color of the hearts lightening at each higher level. Older versions actually animated a heart to grow larger. The design of growing heart emoji 💗 reminds us of one notable instance from Dr. Suess’s 1957 children’s book (and 1966 animated film) How the Grinch Stole Christmas. Early on in the story, it’s implied that the main reason for the fictional Grinch’s misanthropy is that his heart is “two sizes too small.” At the story’s climax, the Grinch has an epiphany about humanity (and Christmas) that causes his shriveled heart to “[grow] three sizes that day.” "
⛄️ Snowman Without Snow emoji,https://www.dictionary.com/e/emoji/snowman-without-snow-emoji/,"The negative squared Latin capital letter B emoji, 🅱️, (that’s a mouthful) has come a long away from its intended meaning. It began as a way to represent the blood type B, evolved into a way to signal the Bloods online, and was finally appropriated by internet culture for absurdist or racist memes. Some people use it more innocuously just as a creative stand in for the letter B in texts or on social media.","The Unicode Standard officially calls 🅱️ the negative squared Latin capital letter B emoji, but it’s commonly referred to as the B button emoji, a much more convenient name … because seriously that’s a long name. B button emoji was approved under Unicode 6.0 in 2010. Across platforms, it appears as a white, capital letter B on a red square. It was originally intended to represent the blood type B alongside A (🅰️), AB (🆎), and O (🅾️) because you totally need to represent your blood type in emoji form all the time, right? Want to know a blood type fun fact? In East Asian countries like Japan, there is a popular belief that a person’s blood type influences their personality, character, and compatibility with others. People there took to the B button emoji to communicate their blood type on social media, especially in dating and romantic contexts. Aha. In the US, the B button emoji went down a completely different path. The Los Angeles-based street gang, the Bloods, have been known to change words with the letter C, the first letter of their rival gang the Crips, to Bs (e.g., boolin‘ (cooling) and Bompton (Compton)).  The B button became especially popular, and controversial, on the internet after YouTuber Swolotag trolled Hillary “🅱️linton” in a widely viewed video in October 2016 called “Spell Icup Ni 🅱️🅱️a.” Here, the B button emoji replaced the Gs in nigga, with nibba. The video plays on stereotypes of black people and feminists and seems deliberately designed to “trigger” so-called libtards.  Into the late 2010s, the use of the B button emoji quickly became associated with problematic and sometimes deliberately racist memes on social media like Reddit and Instagram known as “deep fried” memes. As all memes do, the B button emoji also inspired spinoffs, such as the P button emoji, 🅿️. A popular deep fried meme character is Peter Griffin, from the cartoon Family Guy, referred to as Beter in the meme. After dozens of iterations of Beter Griffin, meme makers struck back against the lazy overuse of the B button with their own Peter Griffin emoji—featuring the P button emoji instead."
🅱️ B Button emoji,https://www.dictionary.com/e/emoji/b-button-emoji/,"The Snowman Without Snow emoji ⛄ depicts a snowman, which is a person-like figure made of snow. This emoji has no snow falling on or around, unlike the Snowman emoji ☃️, which does.  The Snowman Without Snow emoji ⛄ is used to mark content dealing with snow, winter, winter holidays, the cold, Disney’s Frozen, and, of course, actual snowpeople.","Unicode approved the Snowman Without Snow emoji ⛄ in 2009 under Unicode 5.2. In August 2015, it was also added to its Emoji 1.0 set.  The Snowman emoji ☃️, which features falling snowflakes, existed before Snowman Without Snow emoji ⛄ did … as a Unicode glyph in 1993 and originally didn’t feature snow. Go figure. The Snowman Without Snow emoji ⛄ is used interchangeably with the Snowman emoji ☃️. Discerning emoji fans may opt for the Snowman emoji ☃️ for extra wintry effect. Most versions of the Snowman Without Snow emoji ⛄ have only two mounds (a head and a body). The snowman usually sports a top hat, carrot nose, stick arms, and often a scarf … Frosty the Snowman style. Why only two mounds, you ask? The West is more used to seeing three-mound snowmen, but there may be a reason why Japanese ones only have two. The Japanese word for snowman is yukidaruma, which literally translates as “snow daruma.” A daruma is a type of little, round, wooden, or papier mâché doll, closely linked to Buddhist practice and often used as a token of good luck. Legend has it that the doll represents a Buddhist monk called Bodhidharma, who meditated for nine years sitting down, atrophying his legs—which is why the doll is round. OK, why are we telling you this story? Early to medieval Japanese woodblock paintings have depicted two-mound snow sculptures resembling daruma, which suggests a link between Japanese two-mounded snowmen to the legend of Bodhidharma."
💀 Skull emoji,https://www.dictionary.com/e/emoji/skull-emoji/,"The Skull emoji 💀 shows a simple skull, not to be confused with the Skull and Crossbones ☠️ emoji … that one is completely different, of course. The black cavities of the Skull emoji 💀, where the eyes would be, are enormous, and the inclusion of teeth varies from platform to platform. It’s mostly used in lighthearted posts related to death or scary things.","The Skull emoji 💀 was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. The difference between the Skull emoji 💀 and the Skull and Crossbones ☠️ emoji is the tone, mainly. The Skull and Crossbones ☠️ emoji conveys poison and death, quite literally: it’s often the symbol to indicate poison on a product. Meanwhile, the Skull emoji 💀 has a more fun feel … even though it still can be used when talking about death. The human skull has long been associated with death and creepy things. Being an easily identified part of a skeleton, it’s the part of the body that conveys the deepest representational meaning of life, both past and present. During the Día de los Muertos (Day of the Dead) holiday traditions, in which late loved ones are remembered, the skull is an omnipresent symbol, represented in sugary treats and colorful art. While looking death right in the face (or what’s left of it) should be scary, the bejeweled, bedazzled, kaleidoscopic Day of the Dead treatment of the human skull has a way of turning fear into something much easier to manage. Overall, while we associate it with death, the skull has also enjoyed popularity in trendy design, being featured on everything from jewelry to clothing."
🥨 Pretzel emoji,https://www.dictionary.com/e/emoji/pretzel-emoji/,"The pretzel emoji 🥨 depicts a salty, heart-shaped, twisted pretzel. The emoji is commonly used in posts about pretzels and other baked treats. It’s also commonly associated with Germany 🇩🇪 and baseball ⚾. Sometimes, the emoji may be used as a metaphor for something “twisted,” like a pretzel.","Want some pretzel history … here you go! Pretzels go back to European monasteries of the Middle Ages, when dough was rolled out and twisted into bite-size knots. The pretzel emoji 🥨 looks a lot like the kind of mass-produced pretzels you buy in bags at the grocery store, and while those certainly satisfy cravings for something crunchy and salty … a pillowy, fresh-baked pretzel is another animal. Over the years, in an attempt to gourmet-up the modest treat, pretzels have taken on all kinds of flavoring partners, from cheese to chocolate, spices to sweet glazes. And don’t forget all the pretzel dips. Swoon. Why did it take so long to get a pretzel emoji 🥨 ? It only came about in 2017, as part of Unicode 10.0 and Emoji 5.0, well after the bread 🍞, pizza 🍕, and hot dog 🌭 emoji appeared. What gives? Oh well, we have it’s emoji deliciousness now so use it tastefully, friends. Each digital platform uses basically the same form, a round shape with twisted strands, colored in golden brown and topped with white specks of salt."
🥐 Croissant emoji,https://www.dictionary.com/e/emoji/croissant-emoji/,"The croissant, a delectable, flaky, crescent of pastry goodness, is represented in emoji-land by a simple illustration—in golden brown and yellow tones—that almost looks good enough to eat. It’s used in posts about food (specifically breakfast), France, and bread … lots of bread.","If you’ve just finally mastered the correct pronunciation of croissant, we’ve got one more word that will really make you sound fancy. A croissant is a Viennoiserie pastry, with Viennoiserie meaning “things of Vienna.” It’s not a French invention, as many think, but was born in Vienna, Austria, with its ancestor, the simple kipferi roll, going back to the 13th century. The croissant is, however, a staple of the French breakfast. The croissant emoji was approved as part of Unicode 9.0 in 2016 and added to Emoji 3.0 in 2016, along with the baguette, pancake, and bacon emoji. Life is good."
🦎 Lizard emoji,https://www.dictionary.com/e/emoji/lizard-emoji/,"The lizard emoji is a straightforward small lizard, looking like a salamander or gecko with a long body, four short legs, two large eyes, and clearly outlined claws, or toes. It’s used in all kinds of reptilian references and also to refer to desert or tropical climates.","This representation of the squamate branch of reptiles (meaning, scaled reptiles, such as snakes and lizards) is green, but these creatures actually come in a rainbow of colors. The lizard emoji is green though … and it’s also a quadrupedal lizard (meaning it has four legs) because a “legless lizard” (that’s a thing) would be confusing, and look a lot like a snake. A legless lizard is not a snake. It’s a legless lizard, with eyelids, openings for ears, and notched rather than forked tongues. Now you know a lot about lizards … The lizard emoji was approved as part of Unicode 9.0 in 2016 and added to Emoji 3.0 in 2016."
🦃 Turkey emoji,https://www.dictionary.com/e/emoji/turkey-emoji/,"The parrot emoji depicts the colorful bird in a rainbow of hues over different digital platforms. The parrot is always sitting, or perched, facing to the left, but it appears variously in deep reds, emerald greens, and teal blues, accented with metallic golds or sunny yellow. It is usually used in posts about parrots, other tropical birds, and pirates.","Not to be confused with the “party parrot”—an emoji created in the Slack app, around which an entire world called the “cult of the party parrot” revolves—the tame parrot emoji of the Unicode world only came about in 2018. An especially annoyed Apple user posted this on an Apple forum, mistakenly assuming that the creation of emoji was up to Apple: “We need parrot emojis. You guys took our gun so it’s the least you could do. All I want it to be able to put a parrot emoji at the end of a text when I talk about my favorite pet.” After that angry rant … the parrot emoji was approved as part of Unicode 11.0 in 2018 and added to Emoji 11.0 in 2018. By the way, another word for parrot is psittacine, and they are among the most intelligent of birds, along with ravens, magpies, and and jays."
🦜 Parrot emoji,https://www.dictionary.com/e/emoji/parrot-emoji/,"A symbol of springtime, the lovely tulip is represented in the emoji world by tulips in various shades of pink and red, with almost every digital platform showing a stem and two long leaves reaching skyward. The Tulip emoji 🌷 is usually used in posts about flowers, beauty, and springtime … though it can be sexual in nature as well (what a surprise).","The Tulip emoji 🌷was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Used in social media wherever beauty, romance, flowers, and gardening themes are prevalent, the Tulip emoji 🌷 also appears in texting on occasion to represent female genitalia due its soft, pink petals. Why? Flowers have long been viewed as being appropriately representative of this part of a woman’s anatomy. The most famous instance is in the work of painter Georgia O’Keeffe, though many critics now dismiss the Freudian theory that O’Keeffe’s flower paintings were intentionally created with vulvas in mind. She always claimed they were not, and the initial theory was put forth by a man, the photographer Alfred Stieglitz, who became her husband … so there’s that. Tulips come in a dazzling array of colors and are beloved for their beautiful symmetry, grace, and ease in growing. Just throw some bulbs in the ground in the fall, and you’re likely to get some tulips in spring! Sadly, the blooms only last for a few days. Tulips are part of the lily family, and all of their colors symbolize things as well: red symbolizes true love, white symbolizes purity and forgiveness, and yellow is all about good wishes, sunshine, and cheeriness. Pink? Pink is about affection, but it’s not as strong an expression of love as red. Tulips are native to central Asia, but migrated to the Netherlands, or Holland, where they became a treasured, precious item during “Tulip mania” in the Dutch Golden Age of the 1600s. The bulbs and flowers were so fashionable and so desired that the exceedingly high prices created what is often referred to as the first “speculative bubble” in an economic market. The Netherlands is the world’s largest tulip producer today."
🌷 Tulip emoji,https://www.dictionary.com/e/emoji/tulip-emoji/,"Gobble, gobble! The turkey emoji represents the … well … turkey and serves as a symbol for the American holiday of Thanksgiving. It also can signify non-holiday related feelings of gratitude.","School kids in America are often taught that turkey on Thanksgiving is an American tradition because it’s what the pilgrims shared with the Native Americans to thank them for helping them survive the winter. In truth, the alleged three-day feast shared by the settlers and Wampanoag in 1621 probably featured venison … but that’s a different story. Back to why Americans eat turkey on Thanksgiving … the holiday of Thanksgiving began in 1863 as an effort to unify the country in the throes of the Civil War. Turkey was promoted as a food in order to Americanize immigrants and for practical purposes: one of these beasts can feed a lot of people. Fast forward to 2015 when the turkey emoji entered Unicode as a symbol for the Thanksgiving holiday. It shows a large brown bird, facing left with a red neck, and waddle. It’s in the “animals and nature” sections of emojis since it depicts a live bird, one that could be happily running around in the wild. While there is a chicken drumstick and other food versions of the chicken in Unicode, there is not emoji of a dressed turkey ready for the oven. In 2017, the poultry company Butterball launched a Change.org petition for a dead and plucked version of the bird to be added to emoji language. Poor turkey. Stay tuned to see if they are successful!"
🍓 Strawberry emoji,https://www.dictionary.com/e/emoji/strawberry-emoji/,"The strawberry emoji is a rich red, single strawberry with a vibrant green top. It’s used in posts relating to food and strawberry-related products and in posts that are sweet and wholesome.","Strawberries have historically symbolized things like purity and passion. Medieval masons and builders often marked stones and columns with strawberry designs to symbolize perfection and righteousness. Somewhere along the line, the luscious fruit became a symbol for Venus, the Goddess of Love, due to its faint heart-shape and red color. And so the berry—even before we figured out the magic of dipping them in chocolate—came to symbolize love and romance. The strawberry emoji first appeared as part of Unicode 6.0 in 2010 and was added to Emoji 1.0 in 2015."
🥴 Woozy Face emoji,https://www.dictionary.com/e/emoji/woozy-face-emoji/,"‘Scuse meeeeeeessssss, had have had you seen [hic] thith new emoji? The woozy face emoji means you’ve had a few too many, or many too many. It can also mean that the user is tired, overly emotional, or plain confused. Or, according to a popular meme, it represents the dumb face men make when they try to look sexy in a photo.","Originally called “Face With Uneven Eyes and Wavy Mouth” in Unicode, this emoji entered the scene in 2018. The woozy face emoji is our friend the yellow smiley emoji after getting hammered. The smile is replaced by a wavy, partially open mouth. One of its eyes are squished as if it’s half-winking or squinting. The emoji looks slightly different from platform to platform, but it always looks pretty wasted."
😳 Flushed Face emoji,https://www.dictionary.com/e/emoji/flushed-face-emoji/,"Let’s face it, Sky Ferreira was right, everything’s embarrassing: having a crush, tripping, farting, tampons falling out of your bag, tripping while farting and dropping tampons out of your bag in front of your crush …  Luckily, we have the flushed face emoji to express the full range of embarrassing, humiliating, and cringe-inducing experiences you might feel.","It’s easy to imagine that Eve would have texted the flushed face emoji to Adam after being caught nibbling on the forbidden apple … embarrassment at a mistake is an emotion as old as time. And so the flushed face emoji came into Unicode with the first round of emojis in 2010.   In texting, this emoji is used by people who have received a text they aren’t a hundred percent cool with. Insomniac Magazine calls it “blushing smiley face’s ratchet stepsister” and instructs you, upon receiving one, to “apologize immediately, ideally with actual words.” On Hello Giggles, Madison Vanderberg suggests using it if you receive an unwanted nude, “If you’re polite, you hit them with this emoji.”  That’s because this yellow face stares directly ahead with red-tinged cheeks. On Google devices the blush is downplayed in favor of a sense of shock, and Microsoft’s perfectly round red circles look almost like tears. It’s the perfect way to express a truly cringey feeling. "
🙌  Raising Hands emoji,https://www.dictionary.com/e/emoji/raising-hands-emoji/,"The raising hands emoji depicts two raised hands, palms up, with lines above them, implying motion. It’s used in a celebratory way, to express joy, pride, or surprise (the good kind).","Rooted in the idea of “give me ten!” (slapping your two palms against someone else’s), the raising hands emoji was originally approved as part of Unicode 6.0 in 2010 under the name “Person Raising Both Hands in Celebration.” This wooot-filled emoji was added to Emoji 1.0 in 2015."
😅 Grinning Face With Sweat emoji,https://www.dictionary.com/e/emoji/grinning-face-with-sweat-emoji/,"Whew, that was a close call. The grinning face with sweat emoji is used to indicate the particular kind of relief experienced after narrowly avoiding disaster. Or back up a tick and use it to indicate nervousness during tense situations. This emoji can also let folks know you are hot n’ sweaty—from exercise, spicy food, or seeing a sexy babe.","The grinning face with sweat emoji is basically the grinning face with smiling eyes emoji, with the addition of a single bead of sweat over its right eye (WhatsApp went rogue and put it over the left eye…must be TLC fans. When this emoji was approved as part of Unicode in 2010, it was called Smiling Face With Open Mouth and Cold Sweat emoji because it was specifically intended to convey the nervous laughter used to diffuse tense situations. However, users employed the emoji in such a variety of ways counter to the original meaning that the name was eventually changed to grinning face with sweat emoji. "
🦙 Llama emoji,https://www.dictionary.com/e/emoji/llama-emoji/,"Well, of course the llama emoji is a cute one. Here we have the furry, four-legged creature with the long neck looking as sweet and harmless as can be. Using the llama emoji is generally a positive thing, usually signaling a “feel good” state of mind.","It took a while for the llama to have its day in emoji-land! It was approved as part of Unicode 11.0 in 2018 and added to Emoji 11.0 in 2018, as part of a suit of new emojis that included a raccoon (awww) and a … mosquito (ewww)."
👻 Ghost emoji,https://www.dictionary.com/e/emoji/ghost-emoji/,"The Ghost emoji 👻 depicts a cartoonish looking figure in white, shaped like a teardrop or bubble with arms and round black spots for eyes. It usually pertains to scary things and, of course, to Halloween. In texting, it can mean that someone is not feeling like themselves, they are feeling inconsequential or invisible; it can mean, “hey, boo;” and it can mean the texter finds something to be surprisingly creepy.","Don’t be haunted by the many ways the Ghost emoji 👻 is used! Ghosts represent all kinds of things—the past, the unknown, people who have died, people who want to be invisible, premonitions or “feelings,” paranormal events, and more. There are even a whole bunch of words for the … thing: specter, spirit, spook, ghoul, phantasm, apparition, wraith, and poltergeist, to name a few. So basically we needed the Ghost emoji 👻 … bad. It was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. In most platforms, it’s shown smiling, and, for some reason, its tongue is usually hanging out. (The Google ghoul is actually winking … boo!)"
🛹 Skateboard emoji,https://www.dictionary.com/e/emoji/skateboard-emoji/,"Duuude! The long-awaited skateboard emoji depicts a skateboard, shown from both the underside and the top side on various platforms. It’s used in all posts that shred.","The skateboard emoji was approved in 2018 as part of a large batch of sports-themed emoji that includes a lacrosse stick, a frisbee, and a softball. But, other emoji in the batch included a cupcake and kale, so … it was an interesting year. The skateboard emoji was part of Unicode 11.0, and added to Emoji 11.0. Tony Hawk didn’t totally approve of the initial design so he worked with Unicode to update it, making it a skateboard that actually fit into this year … like 2018 … not the 1980s. So what’d he fix? He removed the grip tape and the gap in the middle. Sweet, Tony, sweet."
🥪 Sandwich emoji,https://www.dictionary.com/e/emoji/sandwich-emoji/,"The alarm clock emoji depicts an old fashioned alarm clock, sitting on two short legs with two clangers (yup, that’s a technical term) perched on top. It’s used in posts of all kinds that relate to time, from sports to the change of the seasons.","The alarm clock emoji was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Most versions show a pretty old-school alarm clock, analog and everything. This was pre-phone alarm y’all."
⏰ Alarm Clock emoji,https://www.dictionary.com/e/emoji/alarm-clock-emoji/,"It’s lunch time somewhere! The sandwich emoji is a yummy looking image of a sandwich, two slices of bread with cheese, tomato, and lettuce, and on some platforms, a deli meat is also represented. It’s used in posts related to … sandwiches! Very complex.","The sandwich emoji was approved as part of Unicode 10.0 in 2017 and added to Emoji 5.0 in 2017. Sandwiches got there name from an old dude from a long, long time ago. In 1755–65 the word was first recorded and was named after the fourth Earl of Sandwich (1718–92)."
⏱️ Stopwatch emoji,https://www.dictionary.com/e/emoji/stopwatch-emoji/,"The stopwatch emoji depicts a silver stopwatch, which is used to time something, such as a race … you know, before we had them on phones. They all have faces like a clock (with markers for 60 seconds making up the face) as opposed to a digital design. This emoji is mostly used in posts about time.",The stopwatch emoji was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Apple’s version is a fairly realistic illustration that almost looks like a photo.
🤐 Zipper Mouth Face emoji,https://www.dictionary.com/e/emoji/zipper-mouth-face-emoji/,"The zipper-mouth face emoji depicts a face and two eyes, with the mouth appearing as a silver zipper, complete with a dangling zipper pull. It’s used for a number of things, ranging from “not a lot of talking going on here” to “don’t talk about it.”","An early Google version of the hushed face emoji 😯 (which looks more surprised than hushed, but that’s the name of it) featured a face with a zipper mouth. It was deleted with Android 6.0.1. The official zipper-mouth face emoji was approved as part of Unicode 8.0 in 2015 and added to Emoji 1.0 in 2015. It’s often used as a signal to shut up … whether given to someone else or for yourself."
🤫 Shushing Face emoji,https://www.dictionary.com/e/emoji/shushing-face-emoji/,"Shhhhhh. The shushing face emoji depicts a round face, with a finger being held to its lips. You can almost hear the shhhh-ing sound coming from your phone. That’s annoying. Or helpful. Of course, it depends, as always, on context. Sometimes, it means “quiet,” sometimes “don’t tell anyone I just wrote that,” and sometimes people seem to confuse it for the thinking face emoji.","The shushing face emoji took some time to make its debut, which seems kind of surprising. It was approved as part of Unicode 10.0 in 2017 under the name “Face With Finger Covering Closed Lips” and added to Emoji 5.0 in 2017. Some forecast it being widely used to tell people to shush, but that doesn’t seem to be the case, at least on social media. (If you’ve been texted this emoji more than once or twice, well, maybe you should be doing some 🤔.) (Oops, did we say that out loud?! 🤫 ) As stated above, sometimes it can “be quiet,” but it actually usually implies secrecy, like “don’t tell anyone I just wrote that.”"
🏫 School emoji,https://www.dictionary.com/e/emoji/school-emoji/,"The school emoji depicts a building with windows and usually two or more floors. There is a clock tower in the center, and Microsoft and Google’s buildings are in bright primary colors. It’s mainly used to reference schools or education … with other school-themed emoji like the blue book or the red apple.","The school emoji was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Since we’re on the subject of education … we’re pretty sure the creation of emojis had little to do with the field of semiotic theory (which is all about the value of symbols and signs in communication). Or, did it? Microsoft’s version shows a quaint, smaller building with one level, but most show 2-story buildings in earth tones with no flag poles."
🔫 Pistol emoji,https://www.dictionary.com/e/emoji/pistol-emoji/,"This is a loaded emoji. The pistol emoji on most platforms now depicts a toy or water gun, though for a while at least half of the designs depicted a more realistic-looking weapon. Where the use of this emoji at one time might have more serious intent or connotations, now it’s mostly used in more playful ways, though it can also pertain to gun culture (pro and con).","The original pistol emoji was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. Original versions appeared on various platforms as a strong representation of a firearm or weapon. In 2016, Apple swapped out their version to a bright green plastic-looking toy gun, and other platforms soon followed suit. Google and Microsoft even added a round water chamber on top of their colorful image, making it appear very much like a water gun. There are a few platforms, like LG and Mozilla, that still show realistic gun images, but those are being phased out."
🤟 I Love You Gesture emoji,https://www.dictionary.com/e/emoji/love-you-gesture-emoji/,"A universal emoji! Or … is it? The love-you gesture or I love you hand sign emoji is the American Sign Language gesture for “I love you,” showing a hand with a raised index finger and pinky (little) finger and an extended thumb. It comes in a range of skin tones. It’s used to express affection … but is also used when people are trying to find the sign of the horns 🤘instead (oops).","It seems a natural fit for the Unicode consortium (emoji gatekeepers, for the most part) to embrace American Sign Language signals. The love-you gesture or I love you hand sign emoji was approved for Unicode 10.0 in 2017 and added to Emoji 5.0 in 2017. It came about after a petition by two people, one being Western Oregon University professor C.M. Hall. In 2015, Hall said, “The deaf community being one that is incredibly marginalized and pathologized … When we insert gestures (in emoji), we are already communicating visually, so why not include the most recognized gesture in ASL? I see it as such a simple, yet profound benchmark of dignity.” Perhaps, surprisingly to some, the love-you gesture emoji is commonly used in reference to rock music, due to its similarity to its rock’n’roll cousin, the sign of the horns or rock on emoji. The love-you emoji shows the thumb extended, as it is in American Sign Language, while the sign of the horns emoji depicts the thumb tucked into the hand. They’re so similar that the rock star Gene Simmons of the band KISS attempted to trademark this version, the love-you gesture emoji, as his own take on the rock on emoji. He withdrew his application, mostly due to widespread criticism from other musicians.  Maybe he also withdrew it when he realized it was the wrong symbol …"
🌰 Chestnut emoji,https://www.dictionary.com/e/emoji/chestnut-emoji/,"The Chestnut emoji 🌰 is sometimes referred to as the Raisin emoji because it is so often mistaken for one—especially on small screens and on digital platforms where the nut is very dark brown. The acorn-shaped brown nut is similar across all platforms where it sometimes slightly resembles a Hershey’s chocolate kiss. It’s mostly used in reference to winter and fall and to those wily squirrels running amok in the yard. Oh, and it also represents some other nuts … the human variety.","Since there is no walnut or pecan emoji, the Chestnut emoji 🌰 gets around in all postings related to nuts (you know what that means). Actually, we should clarify: it is the only tree nut emoji. A peanut emoji does exist, but it’s a different kind of nut that grows underground. Chestnuts, by the way, must be cooked to be eaten. The Chestnut emoji 🌰 was approved as part of Unicode 6.0 in 2010 and added to Emoji 1.0 in 2015. The Apple version is the only one that sits at slight tilt. The Chestnut emoji 🌰 is sometimes mistaken for a raisin."
🌯 Burrito emoji,https://www.dictionary.com/e/emoji/burrito-emoji/,"Mmmmmm. The burrito emoji depicts a rolled up tortilla, with different platforms showing ingredients like beans and cheese poking out. (You can even discern the cilantro in Apple’s version, which looks darn delicious.) In many versions, it’s wrapped in foil–”Mission” style, named for the Mission District of San Francisco–which, if you ask us, is hands-down the best way to eat a burrito. As you might imagine, the burrito emoji is mostly used in posts about food. Mostly.","Did you know the word “burrito” translates to “little donkey?” It may be because a burrito faintly resembles bed rolls that donkeys sometimes carry. Though the burrito first appeared in Mexico, by most accounts, sometime in the mid-1800s, the Mesoamerican peoples of Mexico used corn tortillas in 10,000 B.C. to wrap food. In Mexico, the tortillas generally convey bean and meat, and little else, but in the U.S., you might find lettuce, diced tomatoes, guacamole, sour cream, rice, cheese and a number of other items, just to ensure your post-burrito-eating experience makes you feel as full and uncomfortable as possible. In a good way. The burrito emoji kept food good company when it was approved as part of Unicode 8.0 in 2015: it made its debut with the taco, hot dog, popcorn and cheese wedge. The burrito was added to Emoji 1.0 in 2015."
🦚 Peacock emoji,https://www.dictionary.com/e/emoji/peacock-emoji/,"The peacock emoji is an image of a blue and green peacock, with its tail feathers fanned into a half circle, and in most platforms, the body of the bird is front and center, colored in a rich, sapphire blue. It’s usually used in posts related to beauty.","The term peacock is used for the male, while the female is known as a peahen. For real! And, yup, it’s the males that display the bling in their iridescent tail, with shimmering jewel tones of blues, greens, and golds. In India and other southeast Asian cultures, the bird is symbolic of power, royalty, vanity, and pride. The ancient Greeks used the peacock as a symbol for immortality, and eventually the Christians adopted it, with the eyes in the tail representing the all-seeing eye of God. The bird eventually came to be associated with Paradise and the Tree of Life, and, essentially, immortality once again. The golden peacock symbolizes joy and creativity for Ashkenazi Jews. Talk about a hard working bird! The peacock emoji shared the limelight with a crazy mix of new emoji when it was approved as part of Unicode 11.0 in 2018. It debuted alongside soap, sponge softball, cupcake, mooncake, lobster, kangaroo, and swan emoji, to name a few. Oh, and the test tube. Peacock was added to Emoji 11.0 in 2018 as well."
💭 Thought Balloon emoji,https://www.dictionary.com/e/emoji/thought-balloon-emoji/,"Something on your mind? There’s an emoji for that.  The thought balloon emoji means you are thinking through something, as in trying to make a decision or come up with what to say next.  It also could mean you have a lot on your mind or are lost in your thoughts. Randomly, it is also sometimes used to represent a cloud in the sky. OK then.","The origin of the thought ballon is ancient. However the designer of the thought balloon emoji probably had something a little more contemporary in mind. Thought bubbles are seen throughout modern comic strips to indicate to a reader they are reading a character’s unvoiced thoughts, like in Charles M. Schultz’ classic Snoopy, which debuted in 1950.   The thought balloon emoji was added to the Unicode 6.0 in 2010 and Emoji 1.0 in 2015. It shows a line of little puffy clouds leading up on a big puffy cloud. On most devices and platform it’s white, except for Twitter, where it is blue. Apple’s use of three-dimensional shading makes it looks a little like a storm cloud."
